nom_entreprise,nom_emploi,description_cie,description_job,salaire_min,salaire_max,salaire_avg,ville,departement,contrat,niveau_experience,niveau_etudes,teletravail,competences,date_publication,secteur,nb_employes,url,impact,index_egalite,repartition_genre,company_creation,reference,office_latitude,office_longitude,source
Cgi, Data Analyst F/H ,"Aujourd’hui, nous sommes une équipe mondiale, leader du conseil et des services numériques, qui possèdent une connaissance fine des différents secteurs d’activité et une expertise technologique qui nous permettent d’anticiper les changements du marché, de fournir des conseils pertinents et des services complets, pour accompagner nos clients dans leur transformation.30 agences réparties partout en FranceDes synergies en Europe de l’ouest et du sud (Luxembourg, Espagne, Portugal, Maroc, Roumanie, Italie)Tous les secteurs d’activités représentés (Banques, assurances et services financiers, CPG, retail et luxe, Énergie &amp; Utilities, Industrie, Secteur public, Transport)4 métiers : business consulting, intégration de systèmes, business solutions, managed IT servicesDéveloppement, cybersécurité, big data, intelligence artificielle… Autant d’enjeux qui rythmeront votre quotidien."," Vos responsabilités seront les suivantes:-Collecter et Préparer les données provenant de diverses sources internes et externes.-Assurer la qualité et la fiabilité des données en nettoyant et en transformant les données brutes.-Analyser les données-Créer des Tableaux de Bord et Rapports-Effectuer des modélisation Prédictive-Analyser les Performances-Travailler en étroite collaboration avec les équipes actuarielles-Surveiller des Tendances du Marché-Veiller à ce que toutes les activités d&#39;analyse de données soient conformes aux normes de sécurité des données et aux réglementations en vigueur, telles que le RGPD.En rejoignant CGI, vous bénéficiez notamment d’une offre complète de formations (techniques, métiers, développement personnel,…), de flexibilité grâce à notre accord télétravail (jusqu’à 3 jours de télétravail par semaine), d’une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade,…) et d’un package d’avantages intéressant (régime d’achats d’actions, participation, CSE,…).  ---  Ayant une première expérience en Data, vous maitrisez les technologies suivantes:-Les langages de programmation et de requêtage tels que Python, R, SAS et SQL.-Solides compétences en analyse statistique et en modélisation de données, en particulier dans un environnement SAS.-Expérience avec des outils de Business Intelligence tels que Tableau, Power BI, QlikView, etc.Connaissance approfondie des techniques d&#39;apprentissage automatique et de l&#39;analyse.CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l’évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d’accessibilité et de clarté, le point médian n’est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin. ",,,,Niort,79.0,CDI,Débutant·e accepté·e,none,Télétravail partiel,"['Qlikview', 'Tableau', 'Power bi', 'Sql', 'Sas', 'Python']",2024-07-04,"IT / Digital, Change Management, Big Data",14000.0,https://www.welcometothejungle.com/fr/companies/cgi/jobs/data-analyst-f-h_niort_CGI_KDQaYXR,,90.0,35.0,1976.0,CGI_KDQaYXR,46.32124,-0.46338,Welcome to the jungle
Contentsquare,Finance Data Analyst,"Contentsquare is a digital experience analytics company dedicated to better customer understanding and making the digital world more human. We power more human experiences through understanding, action, and trust.Since our founding in France in 2012, we have grown to be a truly global team, representing more than 72 nationalities in offices around the world, including New York, Texas, Colorado, London, Paris, Munich, Barcelona, Amsterdam, Tel Aviv, Tokyo, Singapore, and more.In 2022, we raised $600M in Series F funding. In 2023, we were recognized as a certified Great Place to Work in 5 countries. In 2024, Heap and Hotjar joined the Contentsquare Group, strengthening our analytics platform to provide a 360 view of users’ digital experience and to provide end-to-end service to the global market — from entrepreneurs and SMBs/growth companies to Enterprises.Do you want to learn, innovate and contribute your unique perspective to an industry leader? Join the team dedicated to bringing more human analytics to the world!Human mission. Global ambition. #WeAreCSquad", ,,,,Paris,75.0,CDI,5 à 7 ans,none,Télétravail partiel,"['Hotjar', 'Excel']",2024-07-04,"SaaS / Cloud Services, E-commerce",1800.0,https://www.welcometothejungle.com/en/companies/contentsquare/jobs/finance-modelling-analyst_paris,,91.0,40.0,2012.0,CONTE_rLdW4ZR,48.87844,2.32109,Welcome to the jungle
Dacker,Dacker | Consultant Data/Analytics Engineer (CDI),"Dacker est une agence data spécialiste dans la mise en place d’infrastructure data et analytics.Marketing, finance, produit, direction générale… ils accompagnent chacune des équipes de leurs clients pour leur permettre de suivre au jour le jour la performance de leur entreprise.A la fois très fort techniquement, excellents dans l’appréhension des sujets business stratégiques, les consultants Dacker sont des profils hybrides entre le data engineer, le consultant data et le business analyste.","Un data engineer/analytics engineer : Vous travaillerez avec le framework Dacker, mis en place chez chacun de nos clients et adapté pour ces derniers afin de collecter et transformer automatiquement la donnée. Il s’appuie sur les outils les plus avancés du marché sur les sujets data analytics: nous gérons en effet des infrastructures data très différentes dans des environnements variés (AWS, Azure, GCP | Airflow | Redshift, Big Query etc… ).Au service des enjeux business de nos clients : Nos clients sont aussi bien des start-up e-commerce que des grands groupes internationaux. Nous travaillons sur des sujets percutants et stratégiques (stratégie d’acquisition online, optimisation et automatisation des rapports financiers, dashboard de pilotage pour un comex…) Vous serez en contact direct avec les dirigeants clés, animerez des weekly meetings, workshops et serez chargé de challenger et reformuler les besoins clients en besoins techniques.Capable de prendre des responsabilités : Nous mettons en place plus qu’une infrastructure data analytics. Nous soutenons la croissance de nos clients en fournissant toujours plus de services, de reports et d’analyses. Nous sommes garants de la bonne distribution et diffusion de la donnée pour des centaines d’utilisateurs finaux, avec des métiers très différents.Ce que vous allez apprendre en travaillant avec nousComprendre les problématiques métiers des clients, trouver et mettre en place des solutions data pertinentes et scalablesMettre en place et gérer un dataflow, des connecteurs aux solutions BI, en passant par la transformation et l’automatisation des flux de données.Les équipes data doivent adopter des pratiques et des outils similaires à ceux des software engineers. Vous apprendrez à développer et déployer en production des projets Python et SQL. --- Diplômé d’un bac +5 ou forte expérience dataAu moins 1 an d’expérience dans la business intelligence, maîtrise de SQL / Python appréciéeAnglais professionnel requisMotivation, curiosité, bonne humeur sont indispensables :)",47000.0,60000.0,53500.0,Paris,75.0,CDI,1 à 2 ans,none,Télétravail partiel,,2024-07-01,"Digital Marketing / Data Marketing, IT / Digital",10.0,https://www.welcometothejungle.com/fr/companies/dacker/jobs/dacker-consultant-data-analytics-engineer-cdi_paris,,,40.0,2018.0,DACKE_QA2bbjz,48.87712,2.31452,Welcome to the jungle
Dailymotion,Senior Data Analyst (All Genders),"Founded in 2005, Dailymotion is a global video platform built on a clever player and intuitive algorithm connecting over 350 million users to their personal news and entertainment space. It is also the player used by 90% of French media. So, for example, watching videos on Le Monde, Konbini, or Being Sport happens via their player technology. Today, 9 of 10 French internet users watch qualitative content in their ecosystem daily, making them the first French player. Dailymotion is part of the Vivendi media group with headquarters in Paris and offices in New York, Singapore, Montpellier, and Sophia Antipolis.","As a Senior Data Analyst in the Insights &amp; Data Solutions team at Dailymotion Advertising, you&#39;ll be at the heart of business strategy and data analytics. You&#39;ll work with various stakeholders and lead junior analysts to develop and improve business analysis frameworks for our global advertising clients, including those in FR, EMEA, APAC, US, and LATAM.You&#39;ll create and maintain advanced tools, methods, and guidelines that support our sales and marketing teams. You&#39;ll drive new data opportunities, develop prototypes, and provide actionable insights to optimize campaign measurement and audience targeting.Key Responsibilities:Develop advanced analysis frameworks and interactive dashboards for various insight products (post-campaign analysis, pre-campaign planning, and audience profiling) tailored to different market needs.Create and execute a roadmap to meet the team&#39;s data needs, including exploring opportunities for external collaboration.Conceptualize and start data projects with tech, product, and core data teams to enhance insights and marketing strategies.Manage and mentor a team of data analysts, fostering a collaborative and innovative environment.Use Dailymotion&#39;s diverse data sources to identify new features, create prototypes, and deliver proof of concepts that improve insight products.Document new features and processes thoroughly. Provide onboarding and ongoing training for teams to use data and insights effectively.Additional InformationAt Dailymotion, we empower candidates to take action. If this job sounds like a great opportunity for you, be confident in your skills, we are always happy to meet you! If needed, we can accommodate our recruitment process for your special abilities. Additional Information Location: Start Date: Contract Type: 🔍Want to learn more about us:Dailymotion.comDailymotion AdvertisingNew-York office - BuiltInOffices in France - Welcome to the JungleOur articles  For the France offices 🏡Hybrid Work Framework (4 types of remote work : Full office /Flex office (1 to 2 days remote) / Flex remote (1 to 2 days at the office) / Full remote + ability to work 3 month abroad)💰 Saving Plan Vivendi 🍼  Paternity leave or Coparental leave extended 🕶️  Living Employee Culture (Events / Trainings / Partys / All hands / Dailymotion tradition…) 🚀  Career development support (training / internal mobility / compensation cycle / 360 quarter feedback review …)🏥  High-end Health Insurance and Personal Services Vouchers (CESU)⛱️  Paid Time off – RTT and Saving time plan (CET)✅  Meal Vouchers – Public Transport and Bike refund 🎡 European Economic and Social Committee (sport membership/cinemas vouchers/gift vouchers/discount) ⚽Fitness Subscription thanks to our partnership with Gymlib --- Experience: 5+ years in data analysis, preferably in media agencies, ad tech companies, marketing analytics, or related fields. Proven ability to make data-driven business decisions and provide strategic recommendations.Technical Skills: Advanced expertise in BigQuery, SQL, Data Studio, Tableau, and Python.Digital Marketing Knowledge: Deep understanding of digital marketing and advertising, including clustering, targeting techniques, persona creation, market research, and consumer behavior analysis.Attention to Detail &amp; Problem-Solving: Exceptional attention to detail and problem-solving skills. Ability to translate business needs into data requirements and vice versa.Project Management &amp; Autonomy: Strong project management skills with the ability to work independently and ability to manage uncertainities.Education: BS or MS in a quantitative field, management, or equivalent experience.",,,,Paris,75.0,CDI,4 à 5 ans,none,Pas de télétravail autorisé,,2024-07-05,"Big Data, Media, Advertising",370.0,https://www.welcometothejungle.com/en/companies/dailymotion/jobs/senior-data-analyst-all-genders_paris,,,40.0,2005.0,DAILY_GqxyzDA,48.88558,2.30705,Welcome to the jungle
Decathlon Digital,Senior Data Analyst - Logistique & Transport (f/m/d),"DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Croix,59.0,CDI,4 à 5 ans,none,Télétravail partiel,"['Pycharm', 'Github', 'Git', 'Pandas', 'Tableau', 'Dbt', 'Numpy', 'Aws', 'Sql', 'Python', 'Réglementation environnementale', 'Connaissances en logistique', 'Compétences en communication', ""Collaboration et travail d'équipe"", 'Analyse des performances', 'Aptitude à résoudre les problèmes']",2024-07-15,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-data-analyst-logistique-transport-et-douanes-f-m-d_croix,,89.0,,2018.0,DD_1GDLKdO,50.67349,3.14826,Welcome to the jungle
Decathlon Digital,"Analytics / Data Engineer - BCP (f/m/d), Paris","DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Paris,75.0,CDI,4 à 5 ans,none,Télétravail partiel,"['Pycharm', 'Github', 'Tensorflow', 'Grpc', 'Git', 'Datadog', 'Tableau', 'Dbt', 'Kafka', 'Confluence', 'Pyspark', 'Sagemaker', 'Aws', 'Docker', 'Sql', 'Python', 'Relations avec les salariés', 'Visualisation des données', 'Compétences en communication', 'Coaching et mentorat', 'Culture technologique', 'Aptitude à résoudre les problèmes']",2024-07-16,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/analytics-data-engineer-bcp-f-m-d-paris_paris,,89.0,,2018.0,DD_LgeLKZ3,48.88007,2.32904,Welcome to the jungle
Decathlon Digital,Data visualization expert - Paris (f/m/d),"DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Paris,75.0,CDI,Débutant·e accepté·e,none,Télétravail partiel,,2024-07-08,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/en/companies/decathlon-digital/jobs/data-visualization-expert-paris-f-m-d_paris,,89.0,,2018.0,DD_PWNQA6x,48.88007,2.32904,Welcome to the jungle
Decathlon Digital,Data Engineering Manager (f/m/d),"DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Croix,59.0,CDI,2 à 3 ans,none,Télétravail partiel,,2024-07-18,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/data-engineering-manager-f-m-d_croix,,89.0,,2018.0,DD_Q0b3GP6,50.68216,3.15918,Welcome to the jungle
Decathlon Digital,Senior Data Analyst - Dispatch & Fulfillment (f/m/d),"DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Croix,59.0,CDI,4 à 5 ans,none,Télétravail partiel,"['Pycharm', 'Github', 'Git', 'Pandas', 'Tableau', 'Dbt', 'Numpy', 'Aws', 'Sql', 'Python', 'Réglementation environnementale', 'Relations avec les salariés', 'Connaissances en logistique', 'Compétences en communication', 'Coaching et mentorat', 'Aptitude à résoudre les problèmes']",2024-07-09,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-data-analyst-dispatch-fulfillment-f-m-d_croix,,89.0,,2018.0,DD_QR2k8z1,50.68216,3.15918,Welcome to the jungle
Decathlon Digital,"Analytics / Data Engineer - BCP (f/m/d), Croix","DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Croix,59.0,CDI,4 à 5 ans,none,Télétravail partiel,,2024-07-16,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/analytics-data-engineer-bcp-f-m-d-croix_croix,,89.0,,2018.0,DD_WkD7xG0,50.67349,3.14826,Welcome to the jungle
Decathlon Digital,"Data Analyst - BCP Data Pricing (f/m/d), Paris","DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Paris,75.0,CDI,2 à 3 ans,none,Télétravail partiel,"['Pycharm', 'Github', 'Tensorflow', 'Grpc', 'Git', 'Datadog', 'Pandas', 'Tableau', 'Numpy', 'Confluence', 'Pyspark', 'Sagemaker', 'Docker', 'Sql', 'Python', 'Relations avec les salariés', 'Visualisation des données', 'Coaching et mentorat', 'Culture technologique', 'Aptitude à résoudre les problèmes']",2024-07-16,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/data-analyst-bcp-data-pricing-f-m-d_paris,,89.0,,2018.0,DD_db70y17,48.88007,2.32904,Welcome to the jungle
Decathlon Digital,Senior Data Analyst - Dispatch & Fulfillment (f/m/d),"DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Paris,75.0,CDI,4 à 5 ans,none,Télétravail partiel,,2024-07-09,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-data-analyst-dispatch-fulfillment-f-m-d_paris,,89.0,,2018.0,DD_erWV6Ay,48.88007,2.32904,Welcome to the jungle
Decathlon Digital,Senior Data Analyst - Logistique & Transport (f/m/d),"DECATHLON DIGITAL is the power engine of DECATHLON transformation. With the expertise of over 4 000 teammates based in Lille, Paris, and Amsterdam, committed to creating the largest digital sports platform, leveraging tech innovation from design to value chain optimization, connected experiences, and product second life.At DECATHLON DIGITAL, we’re transforming global digital sports experiences to elevate how customers and employees sustainably play, train, and connect in more than 70 countries.", ,,,,Paris,75.0,CDI,4 à 5 ans,none,Télétravail partiel,,2024-07-15,"Mobile Apps, Software, Cyber Security, Sports, E-commerce, Mass Distribution",4000.0,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-data-analyst-logistique-transport-f-m-d_paris,,89.0,,2018.0,DD_r36ooAG,48.88007,2.32904,Welcome to the jungle
Doctrine,Product Data Analyst,"Doctrine rend l’information juridique plus accessible et intelligible pour les professionnels du droit : avocats, juristes, magistrats, experts…Start-up de la Legal Tech française, Doctrine a convaincu plus de 11 000 clients de lui faire confiance depuis sa création en 2016.Avec plus de 120 collaborateurs aujourd’hui, elle prévoit de recruter des dizaines de talents en 2023 et 2024 afin de poursuivre le développement de ses solutions technologiques innovantes, de faciliter la vie de toujours plus de professionnels du droit, et d’œuvrer encore davantage à la transparence et la modernisation de la justice.", ,,,,Paris,75.0,CDI,Débutant·e accepté·e,none,Télétravail partiel,"['Mixpanel', 'Metabase', 'Snowflake', 'Sql', ""Collaboration et travail d'équipe""]",2024-07-16,"Software, Artificial Intelligence / Machine Learning, SaaS / Cloud Services, Legal Department",120.0,https://www.welcometothejungle.com/fr/companies/doctrine/jobs/product-data-analyst_paris,,86.0,,2016.0,DOCTR_7L1OQbM,48.88262,2.32644,Welcome to the jungle
Dares - Service Statistique Du Ministère En Charge Du Travail,Data Analyst/chargé.e d'études,La Dares est la direction des études et des statistiques du ministère en charge de l’emploi et du Travail. Ses missions sont :éclairer le débat économique et social sur les questions relatives au marché du travail ;fournir des études et des statistiques utiles à la conception et la mise en œuvre des politiques publiques dans son champ de compétence ;promouvoir les travaux d’évaluation des politiques publiques et animer la recherche sur ses domaines de compétences.,"Titulaire du poste, vous participerez activement aux travaux et études du département. Ces travaux cibleront notamment l’expérimentation Territoire zéro chômeur de longue durée (TZCLD) pendant l’année 2025, mais aussi possiblement le Contrat d’engagement jeunes (CEJ), dispositif d’accompagnement des jeunes lancé en mars 2022, ou encore les autres sujets du département en fonction des besoins (notamment emplois aidés ou autres dispositifs d’insertion dans l’emploi).Vous participerez à l’exploitation des données administratives disponibles sur ces dispositifs afin de mener à bien, conjointement avec d’autres membres du département, leur suivi et évaluation.Ces travaux s’appuieront sur les bases produites par la Dares, notamment les appariements entre sources de données administratives exhaustives rassemblant les fiches de paie (DSN), les données de France Travail (ex Pôle emploi) et des missions locales, les données de la formation professionnelle, et/ou les données sur la perception de minima sociaux (appariements Midas et Force).Vous participerez à l’animation du Comité Scientifique TZCLD (suivi d’appels à projet de recherche qualitatifs et quantitatifs, supervision de travaux menés par des prestataires extérieurs — notamment des travaux d’analyse coût-bénéfice, rédaction du rapport du comité scientifique, organisation des réunions du Comité Scientifique, et plus largement partage du rôle de secrétariat du Comité Scientifique TZCLD avec France Stratégie).Ces travaux d’analyse peuvent donner lieu à des valorisations dans différentes publications, principalement dans les collections de la Dares et lors de présentations à des séminaires.Vous pourrez également contribuer aux travaux de production d’indicateurs du département, réguliers ou en réponse à des sollicitations extérieures (cabinet du ministère, autres directions opérationnelles comme la DGEFP, partenaires, etc.), en soutien à d’autres membres du département. Une bonne maîtrise de la programmation en R est nécessaire.Vous communiquerez sur vos résultats et vos méthodes de façon pédagogique, à l’écrit (notes, publications…) et à l’oral (participation à des séminaires, présentations aux acteurs de terrain ou au monde académique, etc).  Comme tout agent du service statistique public, vous êtes soumis.e au secret statistique. --- \**: “Expertise” Savoir agir dans un contexte complexe, faire preuve de créativité, trouver de nouvelles solutions, former d’autres agents, être référent dans le domaine.*\* : “Maîtrise” Mettre en oeuvre la compétence de manière régulière, corriger et améliore le processus, conseiller les autres agents, optimiser le résultat.*\ : “Application” Savoir effectuer, de manière occasionnelle ou régulière, correctement les activités, sous le contrôle d’un autre agent, savoir repérer les dysfonctionnements.*° : “Notions” Disposer de notions de base, de repères généraux sur l’activité ou l processus (vocabulaire de base, principales tâches, connaissance du processus, global…)Connaissances :- Méthodes d’analyse statistique ***- Économétrie avancée **- Programmation avec des logiciels statistiques : en priorité R, mais d’autres logiciels sont possibles (Stata, SAS) ***- Analyse coût-bénéfice : *- Connaissance du système socio-fiscal : *- Politiques de l’emploi et dispositifs d’insertion professionnelle °- Méthodes quantitatives d’évaluation des politiques publiques °  Savoir être :- Esprit d’initiative et force de proposition ***- Sens de l’autonomie: rendre compte régulièrement et efficacement de son travail ***- Capacité d’adaptation et de réactivité, souplesse ***- Savoir animer un projet et échanger avec des partenaires au profil divers ***- Savoir travailler en équipe, notamment avec une partie des effectifs en télétravail ***- Sens de l’analyse et de la pédagogie ***- Rigueur ***Savoir faire :- Réaliser une exploitation statistique et économétrique avec rigueur ***- Concevoir une exploitation statistique et économétrique : identification des enjeux et questions posées, problématisation, mobilisation des outils statistiques et économétriques pertinents ***- Analyser et synthétiser les résultats d’une exploitation économétrique et statistique : pertinence des résultats, résultats principaux et leurs implications éventuelles pour les politiques publiques ***- Savoir expertiser et exploiter des bases de données complexes et/ou volumineuses **- Rendre compte des résultats, à l’écrit comme à l’oral (bilans, synthèses, présentations orales) **- Conduire un projet, une démarche *",47000.0,58000.0,52500.0,Paris,75.0,CDD,Débutant·e accepté·e,Bac +5 et plus ou équivalents,Télétravail partiel,"['Sas', 'Sens de l’observation', 'Connaissances en cybersécurité', 'Fiscalité', 'Analyse financière', ""Travail d'équipe"", 'Analyse statistique', 'Adaptabilité', 'Créativité et innovation', 'Analyse des politiques', 'Gestion de bases de données']",2024-07-04,Public Administration,170.0,https://www.welcometothejungle.com/fr/companies/dares/jobs/data-analyst_paris,,,46.0,1993.0,DSSDMECDT_Jw6JA0R,48.83316,2.29429,Welcome to the jungle
Edf,BIM Data Manager projet Penly EPR2 F/H,"Le groupe EDF est l’un des premiers électriciens mondiaux, à la pointe de l’innovation technologique.Le respect de la personne et celui de l’environnement, l’intégrité, la solidarité sont au cœur de nos actions. Face à l’urgence climatique, notre rôle est d’inventer un modèle énergétique qui respecte notre planète.Nous voulons construire un monde où il sera possible de produire une électricité neutre en CO2, grâce au nucléaire et aux énergies renouvelables, conciliant préservation de la planète, bien-être et développement, grâce à l’électricité et à des solutions et services innovants.Rejoignez-nous !","En intégrant le projet EPR2, vous mettrez vos compétences et votre enthousiasme au service d&#39;un projet majeur pour l&#39;avenir de la filière nucléaire.Rejoindre le projet EPR2, c&#39;est ainsi l&#39;opportunité de contribuer à un programme d&#39;envergure industrielle, technique et humaine ! En tant que BIM Data Manager, vous rejoindrez le site du 1er chantier EPR2, à PENLY, ouvert en 2023, pour la construction de la première paire d&#39;EPR2.Vous serez rattaché-e à la Direction des Opérations et vous rapporterez directement au Responsable Méthodes et outils.Vos missions principales seront :- Vous devrez vous approprier l&#39;ensemble de la documentation relative à la définition et gestion des modèles 2D et 3D par les différents titulaires.- Vous assurerez le lien avec les interlocuteurs des entités d&#39;EDF en interface dans le cadre de la transformation de la Direction Ingénierie Nouveau Nucléaire et des développements numériques pour mettre en place un dispositif de gouvernance des données 3D et 4D au service de la réalisation du chantier EPR2. Il s&#39;agira également de récolter le retour d&#39;expérience d&#39;autres projets sur le domaine.- Vous vous assurerez que l&#39;ensemble des modèles 3D envoyés sur le site soit conforme à cette documentation permettant le bon fonctionnement des activités de planification 4D et de gestion du Plan Installation Chantier en 2D réalisées au sein de la Direction des Opérations.- Vous vous assurerez que ces spécifications soient également appliquées à l&#39;ensemble des interlocuteurs des différents Directions afin de permettre à la Direction des Opérations d&#39;assurer l&#39;intégration techniques des différentes données.- Vous aurez en charge la mise en place des procédures manquantes pour la gestion des modèles 3D ainsi que la mise en place des procédures de réalisation des modèles 3D générés sur le site. Vous vous assurerez que l&#39;ensemble de ces procédures s&#39;inscrivent dans la documentation existante afin de simplifier l&#39;utilisation des modèles entre les différents outils visant à garantir l&#39;interopérabilité.- Vous serez garant-e du fonctionnement du SIG qui est utilisé pour un certain nombre de services numériques nécessaires à la gestion du site. Pour ce faire, vous aurez à définir les méthodes et les procédures pour la réalisation des plans 2D ou pour l&#39;utilisation des données provenant de drones (scan photos, scan données géographiques).- En tant que data manager, vous mettrez en place les procédures afin de vérifier la qualité des données générées par le chantier numérique et les différents moyens IoT opérants le site.- Vous mettrez en place les routines et outils nécessaires à la vérification automatisée de certains critères des modèles 3D et des données (attributs) de ces modèles ainsi que des informations relatives au SIG. Vous assurerez la mise en place de guides utilisateurs, de cahiers de tests et de spécifications techniques des outils qui seront utilisés. --- Vous êtes diplômé-e d&#39;un bac+5 minimum en Informatique ou diplôme d&#39;ingénieur-e spécialisé-e en Data Management et/ou BIM (modélisation) et/ou management de projet industriels par PLM (Projet Lifecycle Management).Vous avez une première expérience sur un poste similaire ou avez apporté votre contribution dans un chantier significatif de construction industrielle.Vous connaissez les langages de programmation (CSharp, Python…), les outils tels que : E3D, Allplan, PDMS, Revit, TEKLA…) et SIG.Conformément aux engagements pris par EDF en faveur de l&#39;inclusion (l&#39;accueil et l&#39;intégration des personnes en situation de handicap, diversité...), cet emploi est ouvert à toutes et à tous sous réserve de l&#39;accord de la médecine du travail.",38000.0,43000.0,40500.0,Petit Caux,76.0,CDI,5 à 7 ans,Bac +5 et plus ou équivalents,Pas de télétravail autorisé,['Python'],2024-07-15,"Environment / Sustainable Development, Energy",171490.0,https://www.welcometothejungle.com/fr/companies/edf/jobs/bim-data-manager-projet-penly-epr2-f-h_penly_EDF_g0ka0e8,,95.0,,1946.0,EDF_g0ka0e8,49.98019,1.23429,Welcome to the jungle
