nom_entreprise,nom_emploi,description_cie,description_job,salaire_min,salaire_max,salaire_avg,ville,departement,contrat,niveau_experience,niveau_etudes,teletravail,competences,date_publication,secteur,nb_employes,url,impact,index_egalite,repartition_genre,company_creation,reference,office_latitude,office_longitude,source
THALASSO N 1,Product Manager BI -Finance et Data (H/F), ,"Ôvoyages -Thalasso N°1 est un tour opérateur français, acteur majeur du tourisme au savoir-faire reconnu et indépendant depuis 20 ans. Chaque année, plus de 300 000 clients nous font confiance pour organiser leurs vacances !
Innovation, Ambition et Solidarité, sont les valeurs essentielles partagées par nos équipes ;
Les missions qui vous seront confiées : 
Rattaché au directeur de la transformation digitale, vous serez chargé(e) de diriger et de développer la stratégie de produits BI de l'entreprise, tout en assurant l'accompagnement de la fonction finance dans la migration vers un nouvel outil comptable, notamment SAGE FRP 1000. Vous serez responsable de la vision du produit, de sa conception, de son développement et de sa mise sur le marché, en vous assurant qu'il réponde aux besoins des utilisateurs et aux objectifs commerciaux de l'entreprise.
Plus spécifiquement, vous serez en charge de :
1. Vision et stratégie du produit :
- Définir la vision stratégique du produit BI en alignement avec les objectifs opérationnels de l'entreprise.
- Identifier les besoins et les attentes des utilisateurs internes en matière d'analyse de données et de reporting financier.
- Élaborer une feuille de route claire et cohérente pour le développement et l'amélioration continue du produit BI.
2. Conception et développement du produit :
- Collaborer avec les équipes techniques pour concevoir et spécifier les fonctionnalités du produit, en tenant compte des exigences métier et des contraintes techniques.
- Diriger le processus de développement en définissant les priorités, en prenant des décisions stratégiques et en assurant la qualité du produit final.
- Veiller à ce que le produit réponde aux normes de qualité, de performance et de sécurité établies.
3. Gestion du cycle de vie du produit :
- Piloter le déploiement du produit en assurant la formation et le support des utilisateurs internes.
- Analyser les données d'utilisation pour évaluer les performances du produit et identifier les opportunités d'amélioration.
- Collaborer avec les équipes de support technique pour résoudre les problèmes et répondre aux demandes des utilisateurs.
4. Accompagnement dans la migration vers SAGE FRP 1000 :
- Travailler en étroite collaboration avec l'équipe finance pour comprendre les besoins spécifiques liés à la migration vers SAGE FRP 1000.
- Participer à la conception des flux de données entre les différents systèmes et SAGE FRP 1000.
- Assurer la formation et le support des utilisateurs finaux pour une adoption réussie du nouvel outil comptable.
Le profil idéal :
- Diplôme universitaire en informatique, finance, gestion ou équivalent.
- Expérience significative en tant que Product Manager, avec une expertise spécifique en Business Intelligence et en finance
- Maîtrise des concepts comptables et financiers, avec une expérience préalable dans la migration d'outils comptables.
- Excellentes compétences en communication, en leadership et en travail d'équipe.
- Capacité démontrée à élaborer et à exécuter des stratégies de produits efficaces.
- Expérience dans la gestion de produits logiciels ou technologiques, de préférence dans le domaine de la BI ou des solutions financières.
- Capacité à évoluer dans un contexte multi projets avec de nombreux challenges techniques  
- Maitrisez la gestion de projet mode agile ainsi que les outils techniques de cadrage de besoin tel que Jira
- Vos expériences sur des postes techniques vous permettent d'être en aisance totale dans ce domaine
- La connaissance de PowerBI ou Sage FRP 1000 est un plus

- Tous nos postes sont ouverts aux personnes en situation de Handicap ; 
Pourquoi rejoindre Thalasso N1 / Ôvoyages ?
 Pour travailler dans un univers dynamique et en pleine expansion, nous développons notre production sur de nouvelles destinations chaque année en moyen et long courrier ;
 Pour exprimer vos talents dans des missions p",,,,Levallois Perret,92,CDI,1 à 2 ans,,,"Recueillir et analyser les besoins client, Animer, coordonner une équipe, Concevoir et gérer un projetAvoir le sens du service, Faire preuve de persévérance, Prendre des initiatives et être force de propositionCapacité à identifier (voire anticiper) les besoins des usagers, clients (internes et externes) et à apporter une réponse adaptée afin de les satisfaire., Capacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.",2024-05-28,Activités des voyagistes,,https://candidat.francetravail.fr/offres/recherche/detail/175GJZY,,,,,,,,France Travail
CRAM ILE DE FRANCE-CRAMIF-,Chef de projets Data Analyst (H/F), ,"La CRAMIF intervient sur plusieurs champs d'activité en région Île de France, notamment sur :
- l'accompagnement social des assurés
- le versement des pensions d'invalidité, des allocations amiante et des prestations de grand appareillage
- le conventionnement des fournisseurs d'appareillage
- le financement des projets associatifs
- le conseil auprès des entreprises dans la prévention des risques professionnels
- le calcul des taux de cotisation AT/MP

Le service statistique est rattaché à la Direction du pilotage (DIRPIL) qui a pour rôle d'appuyer la stratégie et la prise de décision des responsables de secteur et de la Direction générale en exploitant les bases de données de l'organisme.
Vous rejoignez notre équipe au sein du service Statistique qui recherche un (e) Chef de projet Data Analyst qui apportera son expertise pour les domaines ayant trait à la gestion du risque, la lutte contre la fraude, la gestion relation client et la prévention.
Vos missions seront :
- la réalisation de requêtes et d'analyses visant à répondre aux besoins statistiques des différents services de la CRAMIF
- l'élaboration d'outils d'aide à la décision et d'observatoires en data-visualisation à l'aide du logiciel Power Bi
- la mise en place d'études et de mesures d'impact en collaboration avec le département de la gestion du risque et de la lutte contre la fraude
- la création d'outils de détection des anomalies sur les grands postes de dépenses de la CRAMIF
- le développement de tableaux de bords afin d'accompagner les travaux de la direction comptable et financière
- l'amélioration des ciblages des campagnes marketing et la mise en place de profil statistique sur le comportement des bénéficiaires 

Profil :

Vous avez les compétences techniques et relationnelles suivantes :
- Maîtrise des fondamentaux de la statistique
- Maîtrise des outils de bureautique, en particulier Excel et VBA
- Maîtrise des outils de data visualisation (Power BI)
- Maîtrise des langages de programmation SQL, SAS ou R
- Connaissance des sources de données de l'Assurance Maladie appréciée (SIAM ERASME, SNDS)
- Aptitude au travail collaboratif
- Capacité à être force de proposition et à faire preuve de réactivité
Formation et expérience :
- Diplômé de l'enseignement supérieur en statistiques (bac +3 à bac +5)

Les tests de présélection pourront être organisés dans le cadre du process de recrutement

Le candidat retenu devra se conformer aux exigences de la Politique de Sécurité des Systèmes d'Information de l'entreprise.
Dans le cadre de sa politique RSE, la Cramif soutient l'égalité Femmes/Hommes, promeut l'insertion professionnelles des jeunes et favorise l'accès et le maintien dans l'emploi des personnes en situation de handicap.
Autres avantages :
- Rémunération sur 14 mois
- Intéressement
- Tickets restaurants
- Prime de crèche
- Participation aux frais de transports, dont mobilité durable
- Télétravail en application du protocole d'accord local
- CSE",,,,Paris,75,CDI,1 à 2 ans,,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeNoneNone",2024-05-28,Activités générales de sécurité sociale,,https://candidat.francetravail.fr/offres/recherche/detail/175GJJP,,,,,,,,France Travail
MUTUELLE VIA SANTE,Expert SI & Data (H/F), ,"En tant qu'expert SI décisionnel, chez VIASANTE, vous avez un rôle de Lead dev auprès des équipes internes et vous participez à la construction du SI décisionnel et à son maintien en condition opérationnelle.

Vous intervenez en tant qu'Expert dans la mise en place d'architecture applicatives, dans l'écriture et/ou la validation de spécifications. Vous êtes garant du SI Décisionnel en concordance avec les besoins métiers et les recommandations des architectes SI.

Vos missions seront notamment les suivantes :

 * Analyser et consolider les données source de la plateforme décisionnelle (données de VIASANTE et des délégataires)
 * Maintien en condition opérationnelle du SI Décisionnel et travailler aux évolutions nécessaires
 * Mettre en place/améliorer le reporting automatisé de l'activité VIASANTE.
 * Assurer la veille technologique sur les outils décisionnel
 * Assurer la cohérence des solutions techniques mises en place sur la plate-forme décisionnelle
 * Répondre aux demandes d'études et d'extractions.

Avantages à travailler chez VIASANTE Mutuelle :

 * Contrat cadre forfait jours 201 jours (5 semaines congés payés + 5 semaines RTT)
 * Télétravail 2j semaine 
   

Et des avantages tels que : une mutuelle prise en charge à 80%, Prévoyance, PEE & PERCO avec abondement, Titres restaurant.

Diplômé(e) d'une formation Bac+3/5 en Data Science, vous disposez d'une expérience de minimum 5 ans sur un poste similaire.

Vous êtes rigoureux(s) autonome et cherchez à résoudre les problématiques techniques que vous rencontrez en faisant preuve d'une bonne capacité d'analyse.

Compétences attendues:

 * Expertise développement SAS
 * Capacités pédagogiques dans l'accompagnement des équipes
 * Bonne connaissance de l'architecture d'un SI Décisionnel
 * Autonomie, rigueur, réactivité, curiosité, sens du service
 * Capacités à spécifier un besoin métier dans un contexte décisionnel
 * Compétence en recette : coordination, rédaction et exécution
 * Force de proposition
 * Bonne communication
 * Qualités rédactionnelles 
   

Si vous vous reconnaissez dans cette offre d'emploi et que vous partagez la même vision que nous, nous avons hâte de vous rencontrer !

Ouvert à tous les talents, l'ensemble de nos postes sont handi-accueillants.

Processus de recrutement :

 * Un échange téléphonique avec un de nos chargés de recrutement.
 * Un entretien sur site avec votre futur manager et les RH.
 * Afin de valider votre candidature, des éléments complémentaires vous seront demandés au courant du processus.",35000.0,45000.0,40000.0,Paris,75,CDI,5 à 7 ans,,,NoneNoneNone,2024-05-28,Autres assurances,,https://candidat.francetravail.fr/offres/recherche/detail/175GHTS,,,,,,,,France Travail
AMILTONE,Data Analyst (H/F), ,"Qui sommes-nous ?

Nous sommes passionnés par les nouvelles technologies, et vous ? 

Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale.



Pourquoi choisir Amiltone ? 

 Amiltone, plus qu'une entreprise, un état d'esprit !

Notre objectif ? Votre épanouissement professionnel !

Nous avons à cœur de :

Vous accompagner au mieux au travers d'un suivi personnalisé

Vous faire  monter en compétences en vous proposant des formations tout au long de votre carrière

Comprendre vos besoins et respecter nos engagements

Vous proposer des missions de qualité avec des technologies innovantes

Cultiver votre potentiel grâce à notre programme de développement personnel Addvise



Votre bien-être passe aussi par des activités extraprofessionnelles, c'est pourquoi nous vous proposons des séances sportives animées par nos coachs, soirées pour se retrouver et animations (à l'agence ou en visio), Gaming nights...

Vos missions ?

Intégré à nos équipes sur nos projets au forfait ou chez nos clients, vous interviendrez sur un projet de data analyst.

En tant que Data Analyst (H/F), vous assurez les missions suivantes : 

Participer en relation avec les UX Designer à la description des parcours digitaux

Rédiger les spécifications fonctionnelles / règles de gestion

Participer à la stratégie de test 

Elaborer et exécuter les cas de tests

Vérifier la conformité des solutions mise en œuvre avec les besoins analysés

 Participer au suivi de la qualité du run

La stack technique : 

- ALM QC ou Octane

- JIRA /Confluence / SharePoint

Alors ?  Prêt à devenir Amiltonien ? 

N'hésitez pas à postuler si vous vous reconnaissez :

Diplômé Bac+3/5 (Licence/ Master/Ecole d'Ingénieur), vous disposez d'au moins de  3 an d'expérience sur des postes similaires.

Vous avez déjà une première expérience dans un environnement bancaire serez un plus.

A l'aise dans une organisation agile, vous faites preuve de rigueur et appliquez les standards de qualité Amiltone durant toute la durée des développements.

Toujours sur le qui-vive des nouveautés technologiques, vous êtes force de proposition sur des technos, des outils ou des process qui permettent d'améliorer la qualité du code et la stabilité de nos applications.

Outre vos compétences techniques, nous nous intéressons aussi à votre potentiel et votre motivation.

Nos postes sont ouverts aux personnes en situation de handicap.",,,,Villeurbanne,69,CDI,Débutant·e accepté·e,,,"Application web, Concevoir une application web, Rédiger un cahier des charges, des spécifications techniques, Déterminer des mesures correctives, Recueillir et analyser les besoins clientFaire preuve de rigueur et de précision, Travailler en équipeNone",2024-05-28,Programmation informatique,,https://candidat.francetravail.fr/offres/recherche/detail/175FVSL,,,,,,,,France Travail
GALADRIM,Ingénieur IA / Data Scientist (H/F), ,"En tant qu'Ingénieur IA, tu développeras des solutions d'intelligence artificielle pour des clients, en méthode agile. Tu seras épaulé par un mentor technique qui sera responsable de ta progression et du bon déroulé de ton projet.

Tes rôles seront les suivants :
- Mettre en œuvre des modèles d'IA avec une approche pragmatique et itérative, en s'appuyant au besoin sur des modèles pré-entraînés ou sur des services dédiés ;
- Développer des fonctionnalités en mode full-stack pour intégrer l'IA dans les produits et services du client, en privilégiant l'amélioration continue ;
- Collecter, nettoyer et préparer les données pour l'entraînement des modèles, en adoptant une approche pragmatique pour maximiser l'efficacité ;
- Évaluer et améliorer les performances des modèles d'IA en utilisant des techniques d'évaluation adaptées, dans le but d'obtenir des résultats significatifs ;
- Contribuer aux choix structurants du projet du point de vue des modèles et de l'infrastructure technique.

Exemples de projets : 
- Tu seras impliqué dans une variété de projets passionnants et diversifiés, couvrant de nombreux secteurs d'activité :
- Développement d'assistants vocaux dans le secteur médical
- Entraînement et déploiement de modèles de vision sur systèmes embarqués
- Industrialisation et automatisation de retouches photographiques
- Utilisation de LLM pour la génération automatique de fiches produits
- Modélisation de la prévision de la demande dans l'industrie

Nos technos : 
Nous explorons continuellement les nouvelles technologies et les dernières approches en IA (modèles de diffusion, LLM, etc.). Pour le développement IA, nos technologies de prédilection sont Python, Pytorch, Hugging Face et les API d'OpenAI ou équivalent. Pour la programmation fullstack, nous utilisons Typescript, Node.js, React et les bases de donnée MySQL/PostgreSQL.

Ta progression :
- Tu seras suivi par un mentor technique qui réalisera avec toi des pair-programmings et des codes reviews
- Tu auras un accès illimité à des cours vidéos d'experts sur nos technos
- Tu pourras participer à des cours et des ateliers techniques chaque semaine, animés par le CTO, le CEO ou un lead développeur.

L'équipe :
Tu partageras ton quotidien avec les équipes de Galadrim, composée de près de 80 collaborateurs. Nos activités principales pendant les pauses sont les jeux de société et les balades, mais nous sommes ouverts à toute proposition !

Nos plus : 
- Une mutuelle dernière génération avec notre partenaire Alan
- Des tickets restaurant digitalisés grâce à notre partenaire Swile
- Participation à 70% des abonnements sportifs jusqu'à 49 € par mois, trois séances offertes avec une nutritionniste, séances organisées avec un coach sportif
- Des sièges ergonomiques Herman Miller Aeron, des bureaux assis-debout Autonomous, un piano, un babyfoot et une Switch
- Une soirée chaque jeudi et plusieurs team building par mois (laser game, escape game, stand-up, cinéma, sport.)",,,,Paris (Dept.),75,CDI,6 mois à 1 an,Bac +5 et plus ou équivalents,,"Paramétrer un logiciel, un outil, un système numérique, Structurer, synthétiser des informations, Mener et exploiter une analyse stratégique, Lire et interpréter des données et documents techniques au besoin en anglais, Mobiliser des données massives pour éclairer les prises de décisions, Faire remonter les besoins clients en interne pour adapter l’offre aux enjeux émergentsFaire preuve de rigueur et de précision, Organiser son travail selon les priorités et les objectifsCapacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.",2024-05-28,Activités des sièges sociaux,,https://candidat.francetravail.fr/offres/recherche/detail/175FTLS,,,,,,,,France Travail
CLEEVEN SE,Ingénieur Big Data (H/F), ,"Nous recherchons notre futur talent Ingénieur Big Data pour rejoindre notre équipe de Sophia Antipolis. Vous interviendrez sur différents projets chez nos clients, des leaders reconnus. Les technologies concernées sont entre autres (Veille technologique aussi dans ce poste) :
Apache Spark (développement Scala/Python), Hadoop (HDFS, Yarn), Notebook Jupyter, Git.

Dans ce contexte, vous interviendrez sur les phases suivantes : 
- Pilotage projets 
Participation à l'organisation et la planification des projets.
La coordination des différents acteurs des projets.
Phase de conception / de développement :
Définition du besoin avec les utilisateurs métiers.
Construction et évolution de la plateforme technique
Spécification et développement des applications.
Tests unitaires et intégrés.

- Phase de recette
Conception, planification et coordination des tests avec l'équipe projet
Participation à la correction des incidents.
Suivi des corrections des incidents, mise à jour des documents projets

- Phase de déploiement
Rédaction de guides utilisateurs
Formation
Transmission aux équipes de support

--

Vous êtes diplômé(e) d'une école d'ingénieur ou universitaire ou d'un BAC +5 en école de commerce. 
La pratique quotidienne de l'anglais ne vous fait pas peur. Alors venez vivre l'expérience au sein d'une société dynamique et innovante !",25000.0,40000.0,32500.0,Biot,6,CDI,Débutant·e accepté·e,,,"Application web, Concevoir une application web, Déterminer des mesures correctives, Réaliser un diagnostic technique, Rédiger un cahier des charges, des spécifications techniquesNoneNone",2024-05-28,"Ingénierie, études techniques",,https://candidat.francetravail.fr/offres/recherche/detail/175FNTP,,,,,,,,France Travail
CLEEVEN SE,Data scientist (H/F), ,"Au sein de nos équipes de data science, nous recherchons notre futur data scientist pour nous accompagner dans différents projets mettant en oeuvre les techniques fondamentales de statistiques prédictives (Machine Learning).

Vous aurez de nombreuses missions telles que : 
- Analyse et synthèses des attentes fonctionnelles et techniques 
- Analyse du patrimoine de données 
- Définition d'une modélisation statistique qui permette de répondre aux attentes
- Sourcer et rassembler l'ensemble des sources de données structurées ou non structurées nécessaires à l'analyse
- Etude et comparaison des méthodes statistiques (ACP, régression logistique, random forest )
- Mise en oeuvre et exploitation des méthodes et modèles (R, SAS, Python, SPSS )
- Recherche d'optimisation des performances des algorithmes 
- Analyse et synthèse des informations et des résultats
- Veille technologique autour du Big Data, machine learning et de la statistique décisionnelle
- Participer à la qualification de la solution 

--

Vous êtes diplômé(e) d'une école d'ingénieur ou universitaire. 
Alors venez vivre l'expérience au sein d'une société dynamique et innovante !",25000.0,40000.0,32500.0,Biot,6,CDI,Débutant·e accepté·e,,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une veille documentaireNoneNone",2024-05-28,"Ingénierie, études techniques",,https://candidat.francetravail.fr/offres/recherche/detail/175FNPH,,,,,,,,France Travail
MONEXT,Alternant(e) assistant(e) Chef de projet spécialisation Data - F/ (H/F),"Description de l'entreprise
MONEXT est un acteur majeur du paiement en France et en Europe avec plus de 400 personnes qui œuvrent au quotidien pour innover et permettre de belles révolutions.

Nous accompagnons plus de 150 établissements financiers et 12 000 commerçants dans tous les secteurs d'activités (comprenant les plus belles références du e-commerce) avec des services innovants qui couvrent l'ensemble de la chaîne monétique en harmonie avec les évolutions réglementaires.

Nous développons","
Description du poste
Ton rôle :

Intégré(e) au sein d'une équipe composée d'une dizaine de personnes aux profils divers, tu interviendras, en qualité de Chef(fe) de Projets « Expérience Client », sur l'amélioration de la qualité de l'expérience client vécue.

Tes missions :

Concevoir des reportings réguliers permettant d'objectiver la tenue des engagements clients
Réaliser des analyses exploratoires des données clients pour améliorer la performance de l'entreprise (ex: évolution des délais de résolution des sollicitations clients, détection des signaux faibles avant coureur de l'insatisfaction client.),
Faire des préconisations de plans d'amélioration de l'expérience client, coordonner et réaliser (selon les cas) leur mise en œuvre opérationnelle en lien avec les pôles métiers. Mesurer leur effet sur les indicateurs chiffrés clients.
Participer aux travaux de définition et de construction des nouveaux indicateurs de pilotage clients (cadrage, modélisation des dashboards, recette, contrôle de la qualité de la donnée .),
Support et accompagnement des utilisateurs des dashboards.
Qualifications
Ce que tu peux nous apporter :

Idéalement tu prépares une formation supérieure (Bac + 4/5), et tu as une première expérience dans la conception de dashboards sur un outil de Datavisualisation (idéalement AWS Quicksight).

Si tu es autonome et rigoureux(se),
Si tu es force de proposition,
si tu as une bonne capacité d'analyse des chiffres, des indicateurs et une bonne capacité rédactionnelle,
Si tu maîtrises Excel (Tableaux croisés dynamiques, formules de calcul,etc),
Si tu es à l'aise à l'oral (prise de parole en public),
Alors rencontrons nous !

Informations complémentaires
Bénéfices pour toi

Un réel accompagnement de la part des membres de ton équipe et de ton « buddy »,
Un processus d'intégration de proximité : Welcome Day, Loge VIP au rugby et plein d'autres surprises,
Un parcours de formation dès ton arrivée pour te lancer dans l'action : initiation à la monétique, la sécurité sur internet et bien plus encore,
Un mode de travail hybride : 2 jours de télétravail par semaine,
Des no",,,,Aix En Provence,13,CDD,6 mois à 1 an,,,Techniques pédagogiquesNoneNone,2024-05-28,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",,https://candidat.francetravail.fr/offres/recherche/detail/175FMSD,,,,,,,,France Travail
MANPOWER FRANCE,Assistant marketing DATA (H/F), ,"LE CLIENT 

Manpower VILLENEUVE SUR LOT recherche pour son client, une entreprise spécialisée dans la création d'événement, un Assistant marketing data (H/F)  


LES MISSIONS 

Rattaché(e) au service Data marketing :  

Vous collectez des données sur les différents outils mis à disposition 

Vous interrogez les bases de données, créez des rapports et tableaux de bord 

Vous veillez à la cohérence et contrôlez la qualité des données sur les différentes plateformes 

Vous êtes support du traitement de la donnée pour les différents services de l'entreprise 

Vous participez à la mise en valeur d'indicateurs de performance et de bilans statistiques

LE PROFIL

Vous disposez d'un bon niveau sur Excel (création de tableaux croisés dynamiques, utilisation de formules)
Vous êtes à l'aise sur la manipulation de fichiers de données 
Vous êtes rigoureux (se), à l'écoute et autonome 
Vous avez une connaissance de la suite Salesforce
Vous avez une première expérience réussie dans le domaine de la gestion de données

Poste basé à Casseneuil (Lot-et-Garonne)
Travail de journée 
Télétravail 1 jour par semaine

Ne manquez pas cette opportunité de faire progresser votre carrière dans le domaine du marketing ! Rejoignez-nous dès maintenant et mettez en valeur vos compétences !",,,,Casseneuil,47,MIS,Débutant·e accepté·e,,,"Mettre en oeuvre des actions commerciales et promotionnellesNoneCapacité à créer, imaginer quelque chose de nouveau (nouveau produit, nouvelle solution, …).",2024-05-27,Activités des agences de travail temporaire,,https://candidat.francetravail.fr/offres/recherche/detail/175FGYF,,,,,,,,France Travail
CTRE SCIENTIFIQUE TECHNIQUE DU BATIMENT,ARCHITECTE DATA F/H, ,"La direction Energie Environnement, composée de 120 ingénieurs et chercheurs passionnés, recherche un(e) architecte data talentueux(se) pour rejoindre l'équipe IDPB en charge de la Base de Données Nationale des Bâtiments. Votre rôle sera essentiel dans l'orchestration de nos pipelines ETL et de calculs scientifiques, incluant simulation et machine learning, pour la création de la BDNB. Vous serez en charge du déploiement de ces pipelines en environnements de production et du développement de notre gamme d'APIs.

Activités principales :
-Jouer un rôle clé dans la conceptualisation et l'amélioration de notre architecture logicielle, tant actuelle que future
-Charger du développement, déploiement et amélioration continue de nos API
-Collecter, tracer et qualifier le besoin à l'aide de Gitlab
-Documenter les choix techniques et réalisations
-De concert avec notre équipe infrastructure, contribuer activement à l'élaboration et à la mise en œuvre de la stratégie de maintenance et d'évolution de notre architecture, alignée avec la vision globale de nos produits et les nouveaux projets
 
Vos travaux serviront à assurer le bon fonctionnement et la disponibilité pour nos utilisateurs externes et internes de nos outils BDNB (https://bdnb.io), GoRénove (https://gorenove.fr) . 

Profil (formations, compétences, expériences.):
-De formation généraliste supérieure Bac+5 type Ingénieur ou Master, vous avez entre 5 et 10 ans d'expérience sur un poste orienté Architecte Logiciel ou Data. Dans ce cadre, vous avez organisé, planifié et suivi vos travaux dans un collectif et savez remonter les informations nécessaires à l'arbitrage et la validation finale des travaux réalisés.
-Vous avez également su communiquer régulièrement avec votre hiérarchie sur l'avancement des sujets. Vous savez vous mettre au service du collectif, dans le cadre d'équipes projet.
-Vous êtes force de proposition, avez le sens de la rigueur, de l'organisation, un très bon relationnel et vous avez envie de relever de nouveaux challenges sur les innovations de la data et des outils d'aide à la décision en matière de rénovation du bâtiment. Vous êtes à l'aise dans des contextes de haute technicité de type Recherche et Développement ou de développement de produits/services/logiciels innovants.

Compétences techniques souhaitées :
-          ETL :  DBT et Dagster
-          Framework web python de type flask, celery.
-          Maitrise de technologies de base de données relationnelles (postgresql)
-          Linux / bash / docker / k8s
-          CI : Gitlab-ci

Connaissances appréciées :
-          Appréciée : stack python scientifique (pandas, numpy, scikit learn, pytorch)
-          Connaissance technique du bâtiment en général, performance en particulier ",,,,Champs Sur Marne,77,CDI,5 à 7 ans,Bac +5 et plus ou équivalents,,NoneNoneNone,2024-05-27,Recherche-développement en autres sciences physiques et naturelles,,https://candidat.francetravail.fr/offres/recherche/detail/175DWFJ,,,,,,,,France Travail
STANLEY BLACK & DECKER DISTRIBUTION,PARTNER PRICING & MASTER DATA H/F, ,"Nous recherchons un Partner pricing et Master data H/F, en temps plein.

MISSIONS :
Assurer la maîtrise et la communication des processus de pricing et de master data afin de garantir la fluidité du cycle allant de la commande à la résolution des litiges
- Contribuer à la concrétisation de la politique de prix dans les systèmes
- Assurer le maintien de la base de données client
- Contribuer à l'amélioration continue des processus de pricing et de master data avec les équipes concernées
- Former et accompagner l'équipe Business Care dans la maîtrise des prix et master data

RESPONSABILITÉS / TÂCHES
Contribuer à la Performance Financière :
- Traduire la politique de prix dans SAP
- Accompagner les équipes dans l'analyse des litiges prix
Être des Business Partners :
- Interagir avec les autres équipes (MDM - Commerce, etc.) pour remonter les impacts des politiques de prix et master data au service client
Get the Basics Right :
- Maîtriser les possibilités SAP et les techniques de saisies des prix et assurer la mise à jour des prix et conditions dans les délais requis
- Assurer la revue et la mise à jour des master data clients
- Suivre la pertinence des master data produits (en particulier statuts et remplacements)
- Administrer le site Toolcommerce
Développer la Relation :
- Contribuer aux projets d'amélioration de l'alignement des master data produits et des prix avec nos clients
Développer l'équipe :
- Former et accompagner l'équipe Business Care dans la maîtrise des outils de pricing
- Développer l'expertise interne et documenter les processus

PROFIL
Savoirs :
- Connaissances SAP & CFIN
- Maîtrise des outils bureautiques : Power Point, Excel
- Connaissances de base en finance / compréhension du P&L
- Bonnes connaissances des structures de prix
- Bonnes connaissances des bases de données
Qualités professionnelles :
- Rigueur
- Capacité à transmettre et à former
- Capacité à agir de manière proactive et à être force de proposition
- Bonnes compétences relationnelles
Compétences linguistiques :
- Français courant indispensable
- Anglais opérationnel souhaitable
Formation initiale et expérience :
- Bac + 3 ou équivalent
",,,,Damparis,39,CDI,Débutant·e accepté·e,"Bac +3, Bac +4 ou équivalents",,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeNoneNone",2024-05-27,Autres activités de soutien aux entreprises n.c.a.,,https://candidat.francetravail.fr/offres/recherche/detail/175DTHP,,,,,,,,France Travail
ASSYSTEM ENGINEERING AND OPERATION SERVI,Data analyst (H/F), ,"Vous rejoignez l'équipe en charge des projets de transformation digitale sous la supervision de Francesco, Responsable d'Activités.

En tant que Data Analyst, vous contribuez au développement de l'activité autour de la gestion des données et de la transformation numérique au sein de son Pôle Intégration Digitale en accompagnant les clients sur leurs projets, sur des prestations de conseil et d'expertise, de gestion de contenu et de documents, d'ingénierie d'applications et de business intelligence. 

Vos principales missions seront les suivantes :

Contribuer activement à définir, faire évoluer et mettre en œuvre la stratégie DATA ainsi que les modèles de données.
Traitement, exploitation et intégration des données dans un data warehouse.
Participer à la création de dashboard mise en place de KPIs et reporting des performances pour donner une vision cohérente des résultats aux différentes équipes.
Gestion des outils d'analyses pour que les décideurs internes et les clients puissent suivre l'évolution de leurs produits.
Veille technologique des nouveaux outils visant à l'améliorer l'analyse des données.
Enrichir les réflexions stratégiques autour de la gouvernance des données.
 

Vos atouts et les prérequis pour réussir 

De formation Ingénieur ou Bac+ 5 en data science, statistiques, mathématiques ou informatique, vous disposez d'une expérience d'un an dans la DATA. 
L'utilisation des outils tel que POWER BI sont fortement appréciés 
Vous avez également une bonne expérience en gestion de projet et une appétence pour la coordination d'équipe.",,,,Courbevoie,92,CDI,Débutant·e accepté·e,,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeFaire preuve de rigueur et de précision, Travailler en équipeNone",2024-05-27,"Ingénierie, études techniques",,https://candidat.francetravail.fr/offres/recherche/detail/175DRDD,,,,,,,,France Travail
